"","trial","start_time","end_time","label","duration","subject"
"642",25,12753500,12753537,"saccade",37,11
"643",25,12753538,12753563,"pso",25,11
"644",25,12753564,12753628,"fixation",64,11
"645",25,12753629,12753678,"saccade",49,11
"646",25,12753679,12753688,"pso",9,11
"647",25,12753689,12753861,"fixation",172,11
"648",25,12753862,12753939,"saccade",77,11
"649",25,12753940,12753957,"pso",17,11
"650",25,12753958,12753991,"fixation",33,11
"651",26,12823389,12823402,"saccade",13,11
"652",26,12823403,12823416,"pso",13,11
"653",26,12823417,12823562,"fixation",145,11
"654",26,12823563,12823647,"saccade",84,11
"655",26,12823648,12823749,"fixation",101,11
"656",26,12823750,12823786,"saccade",36,11
"657",26,12823787,12823799,"pso",12,11
"658",26,12823800,12823861,"fixation",61,11
"659",26,12823862,12823907,"saccade",45,11
"660",26,12823908,12823925,"pso",17,11
"661",26,12823926,12824147,"fixation",221,11
"662",26,12824148,12824197,"saccade",49,11
"663",26,12824198,12824218,"pso",20,11
"664",26,12824219,12824486,"fixation",267,11
"665",26,12824487,12824539,"saccade",52,11
"666",26,12824540,12824559,"pso",19,11
"667",26,12824560,12824698,"fixation",138,11
"668",26,12824699,12824792,"saccade",93,11
"669",27,12785966,12786055,"fixation",89,11
"670",27,12786056,12786162,"saccade",106,11
"671",27,12786163,12786182,"pso",19,11
"672",27,12786183,12786338,"fixation",155,11
"673",27,12786339,12786372,"saccade",33,11
"674",27,12786373,12786397,"pso",24,11
"675",27,12786398,12786469,"fixation",71,11
"676",27,12786470,12786530,"saccade",60,11
"677",27,12786531,12786538,"pso",7,11
"678",27,12786539,12786708,"fixation",169,11
"679",27,12786709,12786761,"saccade",52,11
"680",27,12786762,12786773,"pso",11,11
"681",27,12786774,12786899.5,"fixation",125.5,11
"682",27,12786900,12786922,"saccade",22,11
"683",27,12787016,12787070,"saccade",54,11
"684",27,12787071,12787095,"fixation",24,11
"685",28,12445015,12445210,"fixation",195,11
"686",28,12445211,12445322,"saccade",111,11
"687",28,12445323,12445417,"fixation",94,11
"688",28,12445418,12445454,"saccade",36,11
"689",28,12445455,12445744,"fixation",289,11
"690",28,12445745,12445795,"saccade",50,11
"691",28,12445796,12445809,"pso",13,11
"692",28,12445810,12445955,"fixation",145,11
"693",28,12445956,12446014,"saccade",58,11
"694",28,12446015,12446026,"pso",11,11
"695",28,12446027,12446191,"fixation",164,11
"696",28,12446192,12446240,"saccade",48,11
"697",28,12446241,12446258,"pso",17,11
"698",28,12446259,12446391,"fixation",132,11
"699",28,12446392,12446424,"saccade",32,11
"700",28,12446569,12446628,"saccade",59,11
"701",28,12446629,12446869,"fixation",240,11
"702",28,12446870,12446912,"saccade",42,11
"703",28,12446913,12446925,"pso",12,11
"704",28,12446926,12447171,"fixation",245,11
"705",28,12447172,12447215,"saccade",43,11
"706",28,12447216,12447458,"fixation",242,11
"707",28,12447459,12447513,"saccade",54,11
"708",28,12447514,12447621,"fixation",107,11
"709",29,12778029,12778207,"fixation",178,11
"710",29,12778208,12778289,"saccade",81,11
"711",29,12778290,12778302,"pso",12,11
"712",29,12778303,12778379,"fixation",76,11
"713",29,12778380,12778412,"saccade",32,11
"714",29,12778596,12778623,"saccade",27,11
"715",29,12778624,12778803,"fixation",179,11
"716",29,12778804,12778846,"saccade",42,11
"717",29,12778847,12778866,"pso",19,11
"718",29,12778867,12779071,"fixation",204,11
"719",29,12779072,12779126,"saccade",54,11
"720",29,12779127,12779137,"pso",10,11
"721",29,12779138,12779197,"fixation",59,11
"722",29,12779198,12779215,"saccade",17,11
"723",29,12779394,12779449,"saccade",55,11
"724",29,12779450,12779459,"pso",9,11
"725",29,12779460,12779676,"fixation",216,11
"726",29,12779677,12779752,"saccade",75,11
"727",29,12779753,12779774,"pso",21,11
"728",29,12779775,12779906,"fixation",131,11
"729",29,12779907,12779940,"saccade",33,11
"730",29,12779941,12779951,"pso",10,11
"731",29,12779952,12780057,"fixation",105,11
"732",29,12780058,12780075,"saccade",17,11
"733",29,12780314,12780345,"saccade",31,11
"734",29,12780346,12780358,"pso",12,11
"735",29,12780359,12780492,"fixation",133,11
"736",29,12780493,12780556,"saccade",63,11
"737",29,12780557,12780575,"pso",18,11
"738",29,12780576,12780739,"fixation",163,11
"739",29,12780740,12780783,"saccade",43,11
"740",29,12780784,12780804,"pso",20,11
"741",29,12780805,12780926,"fixation",121,11
"742",29,12780927,12780966,"saccade",39,11
"743",29,12780967,12780980,"pso",13,11
"744",29,12780981,12781140,"fixation",159,11
"745",29,12781141,12781176,"saccade",35,11
"746",29,12781177,12781197,"pso",20,11
"747",29,12781198,12781231,"fixation",33,11
"748",30,12412238,12412351,"fixation",113,11
"749",30,12412352,12412444,"saccade",92,11
"750",30,12412445,12412466,"pso",21,11
"751",30,12412467,12412618,"fixation",151,11
"752",30,12412619,12412651,"saccade",32,11
"753",30,12412652,12412673,"pso",21,11
"754",30,12412674,12412830,"fixation",156,11
"755",30,12412831,12412894,"saccade",63,11
"756",30,12412895,12412905,"pso",10,11
"757",30,12412906,12413036,"fixation",130,11
"758",30,12413037,12413089,"saccade",52,11
"759",30,12413090,12413108,"pso",18,11
"760",30,12413109,12413280,"fixation",171,11
"761",30,12413281,12413325,"saccade",44,11
"762",30,12413326,12413347,"pso",21,11
"763",30,12413348,12413507,"fixation",159,11
"764",30,12413508,12413589,"saccade",81,11
"765",30,12413590,12413709,"fixation",119,11
"766",31,12615867,12615996,"fixation",129,11
"767",31,12615997,12616088,"saccade",91,11
"768",31,12616089,12616278,"fixation",189,11
"769",31,12616279,12616341,"saccade",62,11
"770",31,12616342,12616355,"pso",13,11
"771",31,12616356,12616568,"fixation",212,11
"772",31,12616569,12616608,"saccade",39,11
"773",31,12616609,12616628,"pso",19,11
"774",31,12616629,12616788,"fixation",159,11
"775",31,12616789,12616823,"saccade",34,11
"776",31,12616824,12616830,"pso",6,11
"777",31,12616831,12616944,"fixation",113,11
"778",31,12616945,12616991,"saccade",46,11
"779",31,12616992,12617003,"pso",11,11
"780",31,12617004,12617162,"fixation",158,11
"781",31,12617163,12617223,"saccade",60,11
"782",31,12617224,12617243,"pso",19,11
"783",31,12617244,12617392,"fixation",148,11
"784",31,12617393,12617437,"saccade",44,11
"785",31,12617438,12617523,"fixation",85,11
"786",31,12617524,12617601,"saccade",77,11
"787",31,12617602,12617611,"pso",9,11
"788",31,12617612,12617762,"fixation",150,11
"789",31,12617763,12617787,"saccade",24,11
"790",31,12617788,12617880,"fixation",92,11
"791",32,12449548,12449719,"fixation",171,11
"792",32,12449720,12449769,"saccade",49,11
"793",32,12449770,12449789,"pso",19,11
"794",32,12449790,12450068,"fixation",278,11
"795",32,12450069,12450118,"saccade",49,11
"796",32,12450119,12450136,"pso",17,11
"797",32,12450137,12450257,"fixation",120,11
"798",32,12450258,12450294,"saccade",36,11
"799",32,12450295,12450311,"pso",16,11
"800",32,12450312,12450463,"fixation",151,11
"801",32,12450464,12450532,"saccade",68,11
"802",32,12450533,12450556,"pso",23,11
"803",32,12450557,12450711,"fixation",154,11
"804",32,12450712,12450752,"saccade",40,11
"805",32,12450753,12450947,"fixation",194,11
"806",32,12450948,12450986,"saccade",38,11
"807",32,12450987,12451008,"unclear",21,11
"808",32,12451009,12451048,"saccade",39,11
"809",32,12451049,12451154,"fixation",105,11
"810",32,12451155,12451190,"saccade",35,11
"811",32,12451191,12451210,"pso",19,11
"812",32,12451211,12451306,"fixation",95,11
"813",32,12451307,12451394,"saccade",87,11
"814",32,12451395,12451413,"pso",18,11
"815",32,12451414,12451637,"fixation",223,11
"816",32,12451638,12451672,"saccade",34,11
"817",32,12451673,12451796,"fixation",123,11
"818",33,12826345,12826797,"fixation",452,11
"819",33,12826798,12826813,"saccade",15,11
"820",33,12826890,12826994,"saccade",104,11
"821",33,12826995,12827051,"fixation",56,11
"822",33,12827052,12827110,"saccade",58,11
"823",33,12827111,12827135,"pso",24,11
"824",33,12827136,12827253,"fixation",117,11
"825",33,12827254,12827292,"saccade",38,11
"826",33,12827293,12827303,"pso",10,11
"827",33,12827304,12827465,"fixation",161,11
"828",33,12827466,12827496,"saccade",30,11
"829",33,12827497,12827516,"pso",19,11
"830",33,12827517,12827700,"fixation",183,11
"831",33,12827701,12827744,"saccade",43,11
"832",33,12827745,12827751,"pso",6,11
"833",33,12827752,12828007,"fixation",255,11
"834",33,12828008,12828028,"saccade",20,11
"835",33,12828218,12828285,"saccade",67,11
"836",33,12828286,12828336,"unclear",50,11
"837",33,12828337,12828393,"saccade",56,11
"838",33,12828394,12828399,"pso",5,11
"839",33,12828400,12828485,"fixation",85,11
"840",33,12828486,12828537,"saccade",51,11
"841",33,12828538,12828554,"pso",16,11
"842",33,12828555,12828796,"fixation",241,11
"843",33,12828797,12828851,"saccade",54,11
"844",33,12828852,12829018,"fixation",166,11
"845",33,12829019,12829062,"saccade",43,11
"846",33,12829063,12829076,"pso",13,11
"847",33,12829077,12829186,"fixation",109,11
"848",33,12829187,12829223,"saccade",36,11
"849",33,12829224,12829231,"pso",7,11
"850",34,12453527,12453696,"fixation",169,11
"851",34,12453697,12453770,"saccade",73,11
"852",34,12453771,12453986,"fixation",215,11
"853",34,12453987,12454022,"saccade",35,11
"854",34,12454023,12454037,"pso",14,11
"855",34,12454038,12454201,"fixation",163,11
"856",34,12454202,12454277,"saccade",75,11
"857",34,12454278,12454293,"pso",15,11
"858",34,12454294,12454452,"fixation",158,11
"859",34,12454453,12454502,"saccade",49,11
"860",34,12454503,12454522,"pso",19,11
"861",34,12454523,12454653,"fixation",130,11
"862",34,12454654,12454707,"saccade",53,11
"863",34,12454708,12454726,"pso",18,11
"864",34,12454727,12454870,"fixation",143,11
"865",34,12454871,12454939,"saccade",68,11
"866",34,12454940,12454957,"pso",17,11
"867",34,12454958,12455121,"fixation",163,11
"868",34,12455122,12455155,"saccade",33,11
"869",34,12455156,12455174,"pso",18,11
"870",34,12455175,12455197,"fixation",22,11
"871",35,12576518,12576683,"fixation",165,11
"872",35,12576684,12576761,"saccade",77,11
"873",35,12576762,12576780,"pso",18,11
"874",35,12576781,12576933,"fixation",152,11
"875",35,12576934,12576972,"saccade",38,11
"876",35,12576973,12576983,"pso",10,11
"877",35,12576984,12577123,"fixation",139,11
"878",35,12577124,12577184,"saccade",60,11
"879",35,12577185,12577203,"pso",18,11
"880",35,12577205,12577480,"fixation",275,11
"881",35,12577481,12577526,"saccade",45,11
"882",35,12577527,12577550,"pso",23,11
"883",35,12577551,12577619,"fixation",68,11
"884",35,12577620,12577691,"saccade",71,11
"885",35,12577692,12577862,"fixation",170,11
"886",35,12577863,12577937,"saccade",74,11
"887",35,12577938,12577949,"pso",11,11
"888",36,12538644,12538881,"fixation",237,11
"889",36,12538882,12538935,"saccade",53,11
"890",36,12538936,12538947,"pso",11,11
"891",36,12538948,12539229,"fixation",281,11
"892",36,12539230,12539276,"saccade",46,11
"893",36,12539277,12539289,"pso",12,11
"894",36,12539290,12539446,"fixation",156,11
"895",36,12539447,12539503,"saccade",56,11
"896",36,12539504,12539519,"pso",15,11
"897",36,12539520,12539649,"fixation",129,11
"898",36,12539650,12539686,"saccade",36,11
"899",36,12539687,12539700,"pso",13,11
"900",36,12539701,12539818,"fixation",117,11
"901",36,12539819,12539839,"saccade",20,11
"902",36,12539967,12540013,"saccade",46,11
"903",36,12540014,12540183,"fixation",169,11
"904",36,12540184,12540219,"saccade",35,11
"905",37,12456768,12456960,"fixation",192,11
"906",37,12456961,12457013,"saccade",52,11
"907",37,12457014,12457023,"pso",9,11
"908",37,12457024,12457180,"fixation",156,11
"909",37,12457181,12457211,"saccade",30,11
"910",37,12457212,12457228,"pso",16,11
"911",37,12457229,12457344,"fixation",115,11
"912",37,12457345,12457401,"saccade",56,11
"913",37,12457402,12457421,"pso",19,11
"914",37,12457422,12457629,"fixation",207,11
"915",37,12457630,12457679,"saccade",49,11
"916",37,12457680,12457698,"pso",18,11
"917",37,12457699,12457825,"fixation",126,11
"918",37,12457826,12457852,"saccade",26,11
"919",37,12457950,12457996,"saccade",46,11
"920",37,12457997,12458015,"pso",18,11
"921",37,12458016,12458173,"fixation",157,11
"922",37,12458174,12458208,"saccade",34,11
"923",37,12458209,12458220,"pso",11,11
"924",37,12458221,12458296,"fixation",75,11
"925",37,12458297,12458309,"saccade",12,11
"926",38,12604691,12604976,"fixation",285,11
"927",38,12604977,12605043,"saccade",66,11
"928",38,12605044,12605138,"fixation",94,11
"929",38,12605139,12605164,"saccade",25,11
"930",38,12605165,12605174,"pso",9,11
"931",38,12605175,12605434,"fixation",259,11
"932",38,12605435,12605487,"saccade",52,11
"933",38,12605488,12605508,"pso",20,11
"934",38,12605509,12605704,"fixation",195,11
"935",38,12605705,12605762,"saccade",57,11
"936",38,12605763,12605780,"pso",17,11
"937",38,12605781,12605847,"fixation",66,11
"938",38,12605848,12605870,"saccade",22,11
"939",38,12606010,12606077,"saccade",67,11
"940",38,12606078,12606092,"unclear",14,11
"941",38,12606093,12606198,"saccade",105,11
"942",38,12606199,12606215,"pso",16,11
"943",38,12606216,12606254,"fixation",38,11
"944",39,12749257,12749415,"fixation",158,11
"945",39,12749416,12749527,"saccade",111,11
"946",39,12749528,12749726,"fixation",198,11
"947",39,12749727,12749802,"saccade",75,11
"948",39,12749803,12749818,"pso",15,11
"949",39,12749819,12749942,"fixation",123,11
"950",39,12749943,12749989,"saccade",46,11
"951",39,12749990,12749999,"pso",9,11
"952",39,12750000,12750127,"fixation",127,11
"953",39,12750128,12750174,"saccade",46,11
"954",39,12750175,12750192,"pso",17,11
"955",39,12750193,12750398,"fixation",205,11
"956",39,12750399,12750426,"saccade",27,11
"957",39,12750563,12750612,"saccade",49,11
"958",39,12750613,12750623,"fixation",10,11
"959",40,12791683,12791908,"fixation",225,11
"960",40,12791909,12791966,"saccade",57,11
"961",40,12791967,12791983,"pso",16,11
"962",40,12791984,12792115,"fixation",131,11
"963",40,12792116,12792146,"saccade",30,11
"964",40,12792147,12792288,"fixation",141,11
"965",40,12792289,12792347,"saccade",58,11
"966",40,12792348,12792369,"pso",21,11
"967",40,12792370,12792506,"fixation",136,11
"968",40,12792507,12792559,"saccade",52,11
"969",40,12792560,12792578,"pso",18,11
"970",40,12792579,12792794,"fixation",215,11
"971",40,12792795,12792821,"saccade",26,11
"972",40,12792962,12793016,"saccade",54,11
"973",40,12793017,12793023,"pso",6,11
"974",40,12793024,12793070,"fixation",46,11
"975",40,12793071,12793131,"saccade",60,11
"976",40,12793132,12793233,"fixation",101,11
"977",1,7168238,7168302,"fixation",64,13
"978",1,7168303,7168327,"saccade",24,13
"979",1,7168328,7168338,"pso",10,13
"980",1,7168339,7168571,"fixation",232,13
"981",1,7168572,7168611,"saccade",39,13
"982",1,7168612,7168621,"pso",9,13
"983",1,7168622,7168736,"fixation",114,13
"984",1,7168737,7168763,"saccade",26,13
"985",1,7168764,7168889,"fixation",125,13
"986",1,7168890,7168912,"saccade",22,13
"987",1,7168913,7168926,"pso",13,13
"988",1,7168927,7169014,"fixation",87,13
"989",1,7169015,7169058,"saccade",43,13
"990",1,7169059,7169078,"pso",19,13
"991",1,7169079,7169118,"fixation",39,13
"992",1,7169119,7169150,"saccade",31,13
"993",1,7169151,7169174,"pso",23,13
"994",1,7169175,7169429,"fixation",254,13
"995",1,7169430,7169475,"saccade",45,13
"996",1,7169476,7169493,"pso",17,13
"997",1,7169494,7169592,"fixation",98,13
"998",2,7253180,7253331,"fixation",151,13
"999",2,7253332,7253377,"saccade",45,13
"1000",2,7253378,7253396,"pso",18,13
"1001",2,7253397,7253516,"fixation",119,13
"1002",2,7253517,7253544,"saccade",27,13
"1003",2,7253545,7253565,"pso",20,13
"1004",2,7253566,7253838,"fixation",272,13
"1005",2,7253839,7253854,"saccade",15,13
"1006",2,7253855,7253866,"pso",11,13
"1007",2,7253867,7253927,"fixation",60,13
"1008",2,7253928,7253973,"saccade",45,13
"1009",2,7253974,7253997,"pso",23,13
"1010",2,7253998,7254067,"fixation",69,13
"1011",2,7254068,7254110,"saccade",42,13
"1012",2,7254111,7254116,"unclear",5,13
"1013",2,7254117,7254127,"pso",10,13
"1014",2,7254128,7254334,"fixation",206,13
"1015",2,7254335,7254379,"saccade",44,13
"1016",2,7254380,7254624,"fixation",244,13
"1017",3,7295185,7295330,"fixation",145,13
"1018",3,7295331,7295369,"saccade",38,13
"1019",3,7295370,7295388,"pso",18,13
"1020",3,7295389,7295502,"fixation",113,13
"1021",3,7295503,7295559,"saccade",56,13
"1022",3,7295560,7295809,"fixation",249,13
"1023",3,7295810,7295831,"saccade",21,13
"1024",3,7295832,7295857,"pso",25,13
"1025",3,7295858,7296199,"fixation",341,13
"1026",3,7296200,7296218,"saccade",18,13
"1027",3,7296219,7296384,"fixation",165,13
"1028",3,7296385,7296399,"saccade",14,13
"1029",3,7296400,7296486,"fixation",86,13
"1030",3,7296487,7296522,"saccade",35,13
"1031",3,7296523,7296535,"pso",12,13
"1032",3,7296536,7296603,"fixation",67,13
"1033",3,7296604,7296661,"saccade",57,13
"1034",3,7296662,7296684,"pso",22,13
"1035",3,7296685,7296815,"fixation",130,13
"1036",3,7296816,7296846,"saccade",30,13
"1037",3,7296847,7296868,"pso",21,13
"1038",3,7296869,7297006,"fixation",137,13
"1039",3,7297007,7297044,"saccade",37,13
"1040",3,7297045,7297065,"pso",20,13
"1041",3,7297066,7297178,"fixation",112,13
"1042",3,7297179,7297220,"saccade",41,13
"1043",3,7297221,7297228,"pso",7,13
"1044",3,7297229,7297266,"fixation",37,13
"1045",4,7170718,7170873,"fixation",155,13
"1046",4,7170874,7170924,"saccade",50,13
"1047",4,7170925,7170943,"pso",18,13
"1048",4,7170944,7171075,"fixation",131,13
"1049",4,7171076,7171100,"saccade",24,13
"1050",4,7171101,7171122,"pso",21,13
"1051",4,7171123,7171231,"fixation",108,13
"1052",4,7171232,7171250,"saccade",18,13
"1053",4,7171251,7171269,"pso",18,13
"1054",4,7171270,7171294,"fixation",24,13
"1055",4,7171295,7171327,"saccade",32,13
"1056",4,7171328,7171349,"pso",21,13
"1057",4,7171350,7171433,"fixation",83,13
"1058",4,7171434,7171470,"saccade",36,13
"1059",4,7171471,7171484,"pso",13,13
"1060",4,7171485,7171775,"fixation",290,13
"1061",4,7171776,7171813,"saccade",37,13
"1062",4,7171814,7171826,"pso",12,13
"1063",4,7171827,7172008,"fixation",181,13
"1064",4,7172009,7172032,"saccade",23,13
"1065",4,7172033,7172050,"pso",17,13
"1066",4,7172051,7172121,"fixation",70,13
"1067",5,7440501,7440516,"fixation",15,13
"1068",5,7440517,7440577,"saccade",60,13
"1069",5,7440578,7440669,"fixation",91,13
